FAMI_TIENECOMPUTADOR,ESTU_GENERO,FAMI_TIENESERVICIOTV,FAMI_TIENEINTERNET,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENELAVADORA,FAMI_TIENEAUTOMOVIL,COLE_NATURALEZA,COLE_GENERO,COLE_CALENDARIO,FAMI_ESTRATOVIVIENDA,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_PERSONASHOGAR,EDAD,LAT_COLE,LON_COLE,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,PUNT_C_NATURALES,PUNT_INGLES
SI,F,SI,SI,SI,SI,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.208512944,-77.27841225,61.0,66.0,55.0,64.0,65.0
SI,F,SI,SI,NO,SI,SI,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.208512944,-77.27841225,58.0,66.0,63.0,60.0,53.0
SI,F,NO,NO,NO,SI,NO,OFICIAL,FEMENINO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.208512944,-77.27841225,71.0,49.0,70.0,58.0,57.0
SI,F,SI,SI,NO,SI,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.208512944,-77.27841225,63.0,62.0,58.0,62.0,65.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.208512944,-77.27841225,61.0,69.0,60.0,66.0,62.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.208512944,-77.27841225,63.0,52.0,58.0,54.0,57.0
SI,F,NO,SI,NO,NO,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.208512944,-77.27841225,77.0,70.0,83.0,76.0,81.0
NO,F,NO,SI,SI,NO,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.208512944,-77.27841225,59.0,55.0,69.0,61.0,49.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,FEMENINO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.208512944,-77.27841225,60.0,56.0,61.0,64.0,53.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,FEMENINO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.208512944,-77.27841225,68.0,59.0,69.0,63.0,49.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,FEMENINO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.208512944,-77.27841225,67.0,79.0,71.0,73.0,64.0
SI,F,SI,SI,NO,SI,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.208512944,-77.27841225,70.0,63.0,72.0,64.0,72.0
NO,F,NO,NO,SI,NO,NO,OFICIAL,FEMENINO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.208512944,-77.27841225,56.0,51.0,61.0,56.0,61.0
SI,F,NO,NO,NO,SI,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.208512944,-77.27841225,68.0,57.0,62.0,65.0,52.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.208512944,-77.27841225,60.0,55.0,52.0,55.0,52.0
SI,F,NO,NO,SI,SI,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.208512944,-77.27841225,63.0,60.0,69.0,62.0,74.0
SI,F,SI,SI,NO,SI,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.208512944,-77.27841225,65.0,67.0,63.0,60.0,69.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.208512944,-77.27841225,66.0,65.0,69.0,70.0,62.0
SI,F,NO,SI,NO,NO,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.208512944,-77.27841225,61.0,56.0,60.0,55.0,64.0
SI,F,SI,NO,SI,NO,SI,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,19.0,1.208512944,-77.27841225,54.0,54.0,55.0,55.0,61.0
SI,F,SI,SI,NO,NO,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.208512944,-77.27841225,55.0,50.0,53.0,50.0,58.0
SI,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.18944922706,-77.2758352116,64.0,64.0,67.0,63.0,61.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.18944922706,-77.2758352116,84.0,73.0,78.0,78.0,75.0
NO,F,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.18944922706,-77.2758352116,59.0,57.0,61.0,54.0,72.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.593795793,-77.18852624,65.0,63.0,65.0,67.0,64.0
SI,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.623363996,-77.45542553,46.0,51.0,54.0,50.0,47.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,0.971966942,-77.52040512,57.0,49.0,57.0,54.0,45.0
NO,F,SI,NO,SI,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,18.0,0.971966942,-77.52040512,72.0,61.0,70.0,65.0,48.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,0.971966942,-77.52040512,55.0,49.0,55.0,53.0,58.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,19.0,0.87078549,-77.64278111,54.0,55.0,57.0,53.0,44.0
NO,F,NO,NO,NO,NO,SI,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,0.87078549,-77.64278111,66.0,64.0,72.0,68.0,61.0
SI,F,SI,NO,SI,SI,SI,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,0.87078549,-77.64278111,73.0,75.0,69.0,71.0,66.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,0.659384479,-76.86482436,61.0,47.0,63.0,54.0,55.0
NO,F,SI,NO,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,15.0,0.659384479,-76.86482436,55.0,56.0,52.0,62.0,57.0
SI,F,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,0.659384479,-76.86482436,64.0,67.0,64.0,67.0,60.0
SI,F,SI,SI,NO,NO,SI,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,0.669295229,-77.53121041,59.0,55.0,65.0,57.0,51.0
NO,F,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.20141914481,-77.259395227,53.0,47.0,54.0,51.0,45.0
SI,F,SI,SI,SI,SI,SI,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,3.41757870079,-76.5136393953,49.0,59.0,57.0,56.0,48.0
SI,M,NO,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.21158423406,-77.2901565439,51.0,63.0,54.0,57.0,56.0
SI,M,SI,NO,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.21158423406,-77.2901565439,66.0,73.0,62.0,69.0,65.0
SI,M,SI,SI,NO,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.21158423406,-77.2901565439,60.0,42.0,61.0,52.0,72.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.21158423406,-77.2901565439,63.0,63.0,60.0,64.0,49.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.21158423406,-77.2901565439,46.0,55.0,47.0,58.0,51.0
NO,M,SI,NO,NO,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.21158423406,-77.2901565439,59.0,75.0,65.0,66.0,56.0
SI,M,NO,SI,SI,SI,SI,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.21158423406,-77.2901565439,46.0,56.0,49.0,52.0,44.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.21158423406,-77.2901565439,49.0,43.0,40.0,44.0,48.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.21158423406,-77.2901565439,67.0,67.0,68.0,62.0,70.0
NO,M,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.21158423406,-77.2901565439,59.0,60.0,58.0,57.0,49.0
SI,M,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.21158423406,-77.2901565439,58.0,60.0,69.0,64.0,45.0
SI,M,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.21158423406,-77.2901565439,66.0,74.0,66.0,67.0,55.0
SI,M,SI,SI,NO,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.21158423406,-77.2901565439,66.0,77.0,64.0,68.0,56.0
SI,M,SI,SI,NO,SI,SI,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.21158423406,-77.2901565439,64.0,74.0,67.0,71.0,52.0
SI,M,SI,SI,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.21158423406,-77.2901565439,64.0,65.0,67.0,67.0,57.0
SI,M,SI,SI,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.21158423406,-77.2901565439,66.0,65.0,66.0,73.0,70.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.21158423406,-77.2901565439,62.0,58.0,58.0,67.0,68.0
SI,M,NO,NO,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.21158423406,-77.2901565439,83.0,80.0,87.0,85.0,75.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.21158423406,-77.2901565439,67.0,62.0,76.0,66.0,58.0
SI,F,SI,SI,NO,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.21158423406,-77.2901565439,57.0,52.0,58.0,56.0,48.0
SI,M,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.21158423406,-77.2901565439,65.0,72.0,67.0,70.0,70.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.21158423406,-77.2901565439,62.0,55.0,59.0,65.0,49.0
SI,M,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.21158423406,-77.2901565439,50.0,57.0,53.0,66.0,48.0
NO,M,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.21158423406,-77.2901565439,63.0,68.0,67.0,71.0,55.0
NO,M,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.21158423406,-77.2901565439,62.0,67.0,71.0,58.0,53.0
NO,M,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.21158423406,-77.2901565439,57.0,65.0,61.0,63.0,61.0
SI,M,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.21158423406,-77.2901565439,58.0,56.0,65.0,62.0,56.0
SI,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.21158423406,-77.2901565439,64.0,68.0,71.0,77.0,68.0
SI,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,17.0,1.21158423406,-77.2901565439,63.0,58.0,66.0,61.0,46.0
SI,M,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.21158423406,-77.2901565439,61.0,65.0,61.0,76.0,52.0
SI,M,SI,SI,NO,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,17.0,1.21158423406,-77.2901565439,69.0,71.0,67.0,63.0,63.0
SI,M,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.21158423406,-77.2901565439,75.0,88.0,70.0,79.0,73.0
SI,M,SI,SI,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.21158423406,-77.2901565439,63.0,68.0,64.0,70.0,56.0
SI,F,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.21158423406,-77.2901565439,62.0,59.0,58.0,53.0,49.0
NO,F,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.21209026615,-77.2879477057,54.0,43.0,50.0,53.0,48.0
SI,M,SI,NO,SI,SI,SI,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.21209026615,-77.2879477057,60.0,75.0,68.0,68.0,64.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.21209026615,-77.2879477057,49.0,54.0,53.0,52.0,51.0
SI,F,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.21209026615,-77.2879477057,70.0,68.0,70.0,62.0,52.0
NO,M,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.21209026615,-77.2879477057,69.0,71.0,66.0,71.0,58.0
SI,F,SI,SI,SI,SI,SI,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,17.0,1.21209026615,-77.2879477057,67.0,84.0,77.0,77.0,76.0
SI,F,SI,SI,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,17.0,1.21209026615,-77.2879477057,59.0,53.0,60.0,58.0,50.0
